campaign_id,campaign_name,sub_category,category,country,launched,deadline,goal_usd,pledged_usd,backers,outcome
11590,The Union Network Equipment Fund,Webseries,Film & Video,US,2015-06-08 00:00:00,2015-07-08 00:00:00,5600,45,3,failed
11591,"""Fall"" for Chris & Jenna's new album!",Music,Music,US,2010-05-27 00:00:00,2010-07-07 00:00:00,1000,1260,27,successful
11592,The Tree Ring Record,Music,Music,US,2010-09-13 00:00:00,2010-11-08 00:00:00,5000,6236.56,225,successful
11593,Single Brew Coffee: Changing the World One Cup at a Time,Food,Food,US,2016-05-06 00:00:00,2016-06-15 00:00:00,37000,409,10,canceled
11594,The Circular Calendar for 2016 - sun 60�50�40� north,Graphic Design,Design,DE,2015-09-02 00:00:00,2015-09-30 00:00:00,17648.93,4363.99,114,failed
11596,Is it a bird?,Apps,Technology,DE,2016-11-15 00:00:00,2016-12-08 00:00:00,1113.24,0,0,failed
11597,Subliminal Ringtones for Iphone and Android Devices,Sound,Technology,US,2015-08-11 00:00:00,2015-09-10 00:00:00,1000,7,2,failed
11598,SPOONERS the Webseries,Webseries,Film & Video,US,2014-09-19 00:00:00,2014-10-20 00:00:00,15000,16086,201,successful
11599,Lizzy's All Natural: Shanghai's Superfood Smoothie Shop,Food,Food,US,2015-04-14 00:00:00,2015-05-14 00:00:00,15000,18820,142,successful
11601,Roz Raskin and the Rice Cakes: MAKING A MUSIC VIDEO!,Music,Music,US,2011-05-19 00:00:00,2011-06-18 00:00:00,800,1973,45,successful
11602,Into the Black: Boarding Party,Tabletop Games,Games,CA,2017-08-31 00:00:00,2017-09-29 00:00:00,7399.87,5326.19,143,failed
11603,DUNGEONS of the MOUNTAIN KING,Tabletop Games,Games,US,2013-03-24 00:00:00,2013-04-29 00:00:00,500,32547,416,successful
11604,The Fallen,Webseries,Film & Video,US,2013-07-03 00:00:00,2013-08-02 00:00:00,500,549,19,successful
11605,"Drink Mead, Save the World!",Drinks,Food,US,2017-10-20 00:00:00,2017-11-19 00:00:00,10000,12820,155,successful
11606,Skulldier Stories: 4-echo #2 - a Futuristic Ninja Epic Comic,Comic Books,Comics,US,2017-11-01 00:00:00,2017-12-01 00:00:00,2000,1275,39,failed
11607,Transfusi�n - a documentary film about the exchange of life.,Documentary,Film & Video,US,2012-11-29 00:00:00,2013-01-12 00:00:00,10000,957,26,failed
11608,LET CLAY BE CLAY  (in Post Production),Narrative Film,Film & Video,US,2011-07-06 00:00:00,2011-08-11 00:00:00,21000,2450,21,failed
11609,The Moss Clock,Product Design,Design,NL,2016-04-27 00:00:00,2016-05-27 00:00:00,14129.23,3745.42,29,failed
11610,SALON FOREVER,Public Art,Art,US,2015-04-09 00:00:00,2015-05-20 00:00:00,4500,650,3,failed
11611,"""It Came From Above"" BU Senior Thesis Film",Science Fiction,Film & Video,US,2017-11-04 00:00:00,2017-11-24 00:00:00,3500,3706,54,successful
11612,Bunny Enamel Pins,Accessories,Fashion,CA,2017-09-17 00:00:00,2017-11-01 00:00:00,238.39,275.97,23,successful
11613,"Be A Part of the New ""Son of a Bad Man"" Album!! ",Music,Music,US,2011-04-21 00:00:00,2011-06-24 00:00:00,2000,4527,99,successful
11614,Altino Brothers Live At Carnegie Hall,Classical Music,Music,US,2014-09-02 00:00:00,2014-11-01 00:00:00,150000,1711,14,failed
11615,Peanut butter and jelly (Canceled),Small Batch,Food,US,2014-07-08 00:00:00,2014-08-07 00:00:00,8,0,0,canceled
11616,MelodyEarth! Social network for Music!,World Music,Music,US,2016-02-05 00:00:00,2016-03-01 00:00:00,1500,22,1,failed
11617,SISTAH SHARK #1 The Hunter and the Hunted.,Comics,Comics,US,2017-07-02 00:00:00,2017-08-01 00:00:00,6000,7159,226,successful
11618,Cornerstone: The Song of Tyrim,Video Games,Games,US,2013-09-26 00:00:00,2013-10-26 00:00:00,30000,31448.52,1410,successful
11619,Sheffield Silversmithing : Studio 25 A New Beginning,Crafts,Crafts,GB,2017-09-08 00:00:00,2017-10-08 00:00:00,8375.04,9353.24,59,successful
11620,"""The Halloween Pranksta"" -  It's not easy to be Dreadful.",Animation,Film & Video,US,2011-07-12 00:00:00,2011-08-11 00:00:00,4400,6621.11,69,successful
11621,Bring Back The Stitching Horse (Canceled),Crafts,Crafts,US,2016-06-15 00:00:00,2016-07-15 00:00:00,5000,0,0,canceled
11622,Changing minds-Documentary on discrimination for disabled,Documentary,Film & Video,GB,2013-07-02 00:00:00,2013-08-11 00:00:00,19730.46,61.17,3,failed
11623,Tides of Fate,Tabletop Games,Games,US,2016-09-06 00:00:00,2016-10-10 00:00:00,100000,884,15,canceled
11624,Decentralized Dance Party- AUSTIN EDITION!,Public Art,Art,US,2011-11-24 00:00:00,2011-12-19 00:00:00,1500,2107,42,successful
11625,Perveillance,Nonfiction,Publishing,GB,2013-03-19 00:00:00,2013-05-08 00:00:00,19413.6,300.91,9,failed
11626,"World War 2 Movie: ""The Canteen""",Narrative Film,Film & Video,US,2011-04-12 00:00:00,2011-05-17 00:00:00,25000,701.02,10,failed
11627,Letter from a Stranger,Drama,Film & Video,US,2015-04-02 00:00:00,2015-05-02 00:00:00,35000,1146,9,failed
11628,Creating the Ultimate Gaming Experience,DIY Electronics,Technology,US,2015-03-26 00:00:00,2015-05-22 00:00:00,3000,0,0,failed
11629,I Know That Feel (Canceled),Apps,Technology,US,2014-07-11 00:00:00,2014-09-09 00:00:00,10000,0,0,canceled
11630,The Heartless Webseries,Webseries,Film & Video,US,2013-11-27 00:00:00,2013-12-27 00:00:00,8000,633,14,failed
11631,Perceptions of Living Light,Sculpture,Art,US,2013-03-25 00:00:00,2013-04-09 00:00:00,3000,616,13,failed
11632,Baptised by Blood: London,Installations,Art,US,2014-10-13 00:00:00,2014-11-03 00:00:00,7300,7410,146,successful
11633,LWC 2013 Sustainable Bridal Collection for CFW,Fashion,Fashion,US,2013-02-12 00:00:00,2013-02-27 00:00:00,3000,1890,28,failed
11634,speakGeo (Canceled),Technology,Technology,US,2013-09-17 00:00:00,2013-10-17 00:00:00,25000,584,17,canceled
11635,The Blue Network (Canceled),Thrillers,Film & Video,GB,2014-05-03 00:00:00,2014-06-18 00:00:00,6450733.51,2365.27,2,canceled
11636,Sarya Malak Handmade Diversity Jars,Crafts,Crafts,US,2017-03-14 00:00:00,2017-04-13 00:00:00,2000,35,3,canceled
11637,cube in hell,Mobile Games,Games,FR,2017-03-06 00:00:00,2017-04-05 00:00:00,3586.32,3.36,3,failed
11638,Happy Apple Pie Shop: Pie is more than crust and filling!,Restaurants,Food,US,2016-12-05 00:00:00,2016-12-29 00:00:00,25000,25005,104,successful
11639,Katya Santoro's Flora & Fauna Paradise,Art,Art,IT,2016-08-09 00:00:00,2016-09-09 00:00:00,58211.2,7.72,2,failed
11640,SQUEESTERS! Squee monsters soft enamel pins set,Product Design,Design,AU,2017-06-27 00:00:00,2017-07-19 00:00:00,514.89,600.36,40,successful
11641,THE WALL:  America's Separation of Church & State,Documentary,Film & Video,US,2011-08-30 00:00:00,2011-09-30 00:00:00,6000,6493,66,successful
11642,Westward...and Beyond!,Comics,Comics,US,2013-10-01 00:00:00,2013-11-01 00:00:00,15000,323,14,failed
11643,The Seattle Drum School Online Curriculum,Nonfiction,Publishing,US,2012-07-02 00:00:00,2012-08-01 00:00:00,2000,2815,42,successful
11644,Planetware - Tableware Made from Plants,Product Design,Design,US,2015-03-31 00:00:00,2015-05-23 00:00:00,20000,26368,376,successful
11645,Help me keep my sanity.,Woodworking,Crafts,US,2014-10-10 00:00:00,2014-11-09 00:00:00,15000,0,0,failed
11646,Science - the bigger picture,Photography,Photography,GB,2013-11-14 00:00:00,2013-12-31 00:00:00,2900.67,3387.57,26,successful
11647,KoolZone - The Absolutely Must Have Outdoor Accessory!,Gadgets,Technology,CA,2015-07-06 00:00:00,2015-09-04 00:00:00,118663.64,525.89,6,canceled
11648,I want to create a Tasty Food Delivery Restaurant,Restaurants,Food,US,2015-09-30 00:00:00,2015-10-31 00:00:00,1250,0,0,failed
11649,Autodidactism 2010: A Student's Summer of Learning and Writing,Journalism,Journalism,US,2009-11-09 00:00:00,2010-02-01 00:00:00,1400,1486.13,27,successful
11650,GigBlade: A Revolutionary Side-Carry Hybrid Guitar Gig Bag,Product Design,Design,US,2014-02-04 00:00:00,2014-03-06 00:00:00,30000,71353,525,successful
11651,WU - THE WAY OF KUNG FU,Action,Film & Video,US,2015-10-22 00:00:00,2015-11-21 00:00:00,50000,20528,34,failed
11652,Dillon Francis Will Remix Any Song By Blink 182,Music,Music,AU,2014-06-25 00:00:00,2014-08-14 00:00:00,6665.83,0,0,failed
11653,Church on Monday featuring James Polk & Jake Langley,Jazz,Music,US,2012-07-08 00:00:00,2012-08-07 00:00:00,3500,5375,113,successful
11654,Jane Bowler Accessories,Jewelry,Fashion,GB,2016-03-16 00:00:00,2016-04-15 00:00:00,2684.35,2854.35,41,successful
11655,Urbandel Premium Brand Jeans For Men and Women (Canceled),Fashion,Fashion,US,2012-06-28 00:00:00,2012-08-27 00:00:00,30000,0,0,canceled
11656,"""SOUTHERN SOUL BREAKOUT"" DVD PROJECT",Film & Video,Film & Video,US,2013-10-28 00:00:00,2013-11-27 00:00:00,25000,10,1,failed
11657,Sonic Shark Deterrent: ORCA (Canceled),Wearables,Technology,US,2014-07-11 00:00:00,2014-08-18 00:00:00,175000,26992,115,canceled
11658,Activist Video Archive,Documentary,Film & Video,US,2014-10-31 00:00:00,2014-12-15 00:00:00,15000,15135,88,successful
11659,Vinyl Love Apparel,Apparel,Fashion,US,2016-05-03 00:00:00,2016-07-02 00:00:00,10000,30,1,failed
11660,DuelPic - Photo Contest iPhone Application,Technology,Technology,US,2012-01-23 00:00:00,2012-02-22 00:00:00,22000,3314,44,failed
11661,Geek Chic d20 Tire Pressure Caps,Crafts,Crafts,US,2012-12-12 00:00:00,2013-01-11 00:00:00,200,645,26,successful
11662,Le Geek Pub(ludique),Restaurants,Food,CA,2015-05-31 00:00:00,2015-06-30 00:00:00,5671.59,0.56,1,failed
11663,Family Dynamic Debut Demo,Rock,Music,US,2013-04-30 00:00:00,2013-05-25 00:00:00,3000,3090,54,successful
11664,STILL LIFE,Film & Video,Film & Video,US,2017-10-19 00:00:00,2017-11-18 00:00:00,30000,2572,33,failed
11665,Latino-Clothing,Apparel,Fashion,AU,2017-07-28 00:00:00,2017-08-27 00:00:00,2579.35,0,0,failed
11666,A unique & fun tanning accessory Join the tanning revolution,Product Design,Design,GB,2015-02-18 00:00:00,2015-03-04 00:00:00,2874.37,1002.19,3,failed
11667,Kitchen Passports: Trinidad and Tobago Children's Cookbook,Food,Food,US,2012-07-23 00:00:00,2012-08-22 00:00:00,6000,924.2,19,failed
11669,QUICK LOK FURNITURE | NO screws NO bolts NO glue & NO TOOLS!,Product Design,Design,US,2014-05-15 00:00:00,2014-06-14 00:00:00,20000,3292,34,failed
11670,TWINSBURG: A Short Film,Shorts,Film & Video,US,2014-07-03 00:00:00,2014-08-02 00:00:00,15750,17426,158,successful
11671,Help us turn a negative situation into a positive outcome,Painting,Art,GB,2015-04-26 00:00:00,2015-05-18 00:00:00,3444.26,3452.15,25,successful
11672,"Mixing Accents, Blending Music, Making My First Record!",World Music,Music,US,2013-10-01 00:00:00,2013-10-30 00:00:00,7000,7587,158,successful
11673,Vex,Video Games,Games,GB,2016-01-08 00:00:00,2016-02-07 00:00:00,549.13,584.68,20,successful
11674,Revolve Bike Discs,Product Design,Design,US,2013-05-06 00:00:00,2013-05-27 00:00:00,54800,8369.11,109,failed
11675,E-z farming,Community Gardens,Food,CA,2017-10-10 00:00:00,2017-11-29 00:00:00,27714.78,0,0,canceled
11676,Easy storage! Declutter and beautify your home - Auxx-Lift,Technology,Technology,US,2016-10-29 00:00:00,2016-11-23 00:00:00,6500,10504,15,successful
11677,Into The Silent Sea,Shorts,Film & Video,US,2012-12-11 00:00:00,2013-01-13 00:00:00,3500,5211.42,54,successful
11678,BROADWAY ROADKILL,Theater,Theater,US,2013-02-25 00:00:00,2013-03-27 00:00:00,27500,2310,17,failed
11679,Mastro's Live Music,Music,Music,US,2015-03-30 00:00:00,2015-04-29 00:00:00,500,1,1,failed
11680,MUMBURGER by Sarah Kosar,Plays,Theater,GB,2016-05-05 00:00:00,2016-06-02 00:00:00,4553.4,4850.27,76,successful
11681,SURVIVED 'Raw and Unedited',Documentary,Film & Video,CH,2015-09-10 00:00:00,2015-10-10 00:00:00,35741.46,0,0,failed
11682,The Canadian Diaries - Reports from Paris (Canceled),Web,Technology,CA,2015-11-16 00:00:00,2015-11-29 00:00:00,1872.69,406.64,6,canceled
11683,Skylab Astronaut Ed Gibson @ Something Astronomical,Theater,Theater,GB,2013-03-03 00:00:00,2013-04-07 00:00:00,5234.02,1135.98,8,failed
11684,Sleeping Rough: Homelessness in West Yorkshire,Webseries,Film & Video,GB,2015-06-09 00:00:00,2015-07-09 00:00:00,979.16,19.59,1,failed
11685,DesertQuest: a WebGL & Mobile MMO,Video Games,Games,US,2017-01-01 00:00:00,2017-02-10 00:00:00,100000,0,0,failed
11686,Conversations,Photography,Photography,US,2014-04-17 00:00:00,2014-05-10 00:00:00,500,0,0,failed
11687,Improv Legends,Documentary,Film & Video,US,2011-12-14 00:00:00,2012-02-12 00:00:00,10000,11075,148,successful
11688,Cats Kittens Chaos Backer's Deck,Playing Cards,Games,US,2016-09-16 00:00:00,2016-10-24 00:00:00,10000,100,1,canceled
11689,Nu Cards - Teaching Children & Parents Food & Nutrition,Children's Books,Publishing,AU,2015-11-24 00:00:00,2015-12-24 00:00:00,3776.91,178.93,7,failed
11690,Shaka:Eyes of a King,Action,Film & Video,US,2016-03-17 00:00:00,2016-05-04 00:00:00,4500,77,4,failed
11691,"Short Track Racing, the Movie.",Documentary,Film & Video,US,2013-03-22 00:00:00,2013-04-21 00:00:00,15000,50,2,failed
11692,Adventures of the League of S.T.E.A.M. Season Two,Webseries,Film & Video,US,2011-06-28 00:00:00,2011-08-27 00:00:00,10000,13238.1,246,successful
11693,"""The Holiday Bug"" 2014 Puppet Show",Plays,Theater,US,2014-08-11 00:00:00,2014-09-10 00:00:00,3500,3514,34,successful
11694,Hot Smoked Sockeye Salmon: Wild Caught and Hand Made,Food,Food,US,2013-07-15 00:00:00,2013-08-14 00:00:00,25000,6104,38,failed
11695,Love At First Site,Comedy,Film & Video,US,2014-10-08 00:00:00,2014-11-07 00:00:00,7500,2116,38,failed
11696,Say You Heard My Echo @ NYC's Locating the Sacred Festival!,Theater,Theater,US,2012-08-07 00:00:00,2012-09-06 00:00:00,8000,8326,158,successful
11697,JUMP,Apps,Technology,US,2015-05-30 00:00:00,2015-06-29 00:00:00,5000,16,2,failed
11699,BLKCHURCH | Customisable Watches,Accessories,Fashion,GB,2015-05-03 00:00:00,2015-05-31 00:00:00,11608.87,18030.51,280,successful
11700,Film Equipment for a Small Theater Production Company,Film & Video,Film & Video,US,2016-10-05 00:00:00,2016-10-19 00:00:00,564,564,7,successful
11701,3Bays GSA ZONE- Your Personal Golf Coach (Canceled),Gadgets,Technology,US,2015-04-24 00:00:00,2015-05-30 00:00:00,60000,96583,613,canceled
11702,A Dreadful Daughter's Spells,Fiction,Publishing,AU,2015-01-09 00:00:00,2015-02-18 00:00:00,765.12,976.81,35,successful
11703,Future Chefs food truck,Food Trucks,Food,US,2016-01-17 00:00:00,2016-03-17 00:00:00,100000,301,4,failed
11704,X-RA*DI*ANCE: An Exhibition,Art,Art,US,2012-09-11 00:00:00,2012-11-04 00:00:00,4000,4965,106,successful
11705,The Argonaut (Shot on Super-16mm),Shorts,Film & Video,US,2013-05-01 00:00:00,2013-05-26 00:00:00,3682,4590,61,successful
11706,FUNDS for my first music album,Pop,Music,US,2012-07-30 00:00:00,2012-08-29 00:00:00,2500,0,0,failed
11707,"""Through the Shadows"" AND an acoustic hymns album!",Rock,Music,US,2013-05-06 00:00:00,2013-06-02 00:00:00,6700,7731,61,successful
11708,Audiobooks on Youtube,Radio & Podcasts,Publishing,US,2013-11-05 00:00:00,2013-12-05 00:00:00,130,26,3,failed
11709,"""Paper ""   The marriage of  music and film.",Film & Video,Film & Video,US,2013-04-08 00:00:00,2013-04-24 00:00:00,600,617,27,successful
11710,30days & 30pages Focus on You,Nonfiction,Publishing,CA,2014-11-19 00:00:00,2014-12-18 00:00:00,3076.92,0,0,failed
11711,Laajool - a fifteen year film school,Documentary,Film & Video,AU,2014-04-10 00:00:00,2014-05-10 00:00:00,1521.2,134.47,7,failed
11712,EzyOnlineBookings 2.0 - Online Booking System,Software,Technology,AU,2016-06-26 00:00:00,2016-07-25 00:00:00,1466.17,456.96,5,failed
11713,How will Act Natural record their album and fix their van?!,Music,Music,US,2011-12-06 00:00:00,2012-02-04 00:00:00,2000,2246,35,successful
11715,"Cancer Trip, A memoir of our trip through stage four cancer.",Nonfiction,Publishing,US,2017-01-11 00:00:00,2017-02-05 00:00:00,4800,1141,10,canceled
11716,The Delta Smelt Documentary (Working Title) ,Documentary,Film & Video,US,2010-08-15 00:00:00,2010-09-14 00:00:00,3500,3600,36,successful
11717,I want to create the BEST EVER Mini doughnuts!!!,Events,Food,US,2014-08-08 00:00:00,2014-08-18 00:00:00,2000,0,0,failed
11718,L.A. Zine Fest 2012,Publishing,Publishing,US,2012-01-21 00:00:00,2012-02-20 00:00:00,2500,3066.69,65,successful
11719,Rapid Revolution,Tabletop Games,Games,US,2017-11-02 00:00:00,2018-01-01 00:00:00,15000,3012,9,canceled
11720,Coxman - Season 2,Webseries,Film & Video,US,2014-03-31 00:00:00,2014-05-10 00:00:00,16000,16001,97,successful
11721,SCHOOL SAFETY FOR SPECIAL EDUCATION STUDENTS,Print,Journalism,US,2014-11-25 00:00:00,2014-12-25 00:00:00,30000,0,0,failed
11722,FRSH Boutique,Fashion,Fashion,US,2013-04-25 00:00:00,2013-05-25 00:00:00,8000,0,0,failed
11723,RECOGECAN. Interceptador de heces caninas.,Gadgets,Technology,ES,2016-05-03 00:00:00,2016-07-02 00:00:00,35013.4,1.17,1,failed
11724,Christian Music Photography & Ministries,Photography,Photography,US,2015-10-13 00:00:00,2015-11-12 00:00:00,2000,300,1,failed
11725,Write-It,Web,Technology,DK,2015-09-18 00:00:00,2015-10-18 00:00:00,1051.97,6.73,2,failed
11726,The Number 19,Comedy,Film & Video,GB,2017-04-30 00:00:00,2017-05-30 00:00:00,811.05,1273.36,25,successful
11727,SJC Classic Footwear,Footwear,Fashion,GB,2016-02-26 00:00:00,2016-03-27 00:00:00,11738.19,26474.14,62,successful
11728,"Ministry of Sandwiches Etc. Food truck, Oak Park IL",Food Trucks,Food,US,2016-05-04 00:00:00,2016-05-14 00:00:00,8000,8820,66,successful
11729,Akela Surf- Surf&Skate Brand,Apparel,Fashion,CA,2014-06-30 00:00:00,2014-07-31 00:00:00,8164.01,649.85,9,failed
11730,The Devout Shopper: An Introduction to Consumerism,Nonfiction,Publishing,US,2013-07-22 00:00:00,2013-08-21 00:00:00,5500,707,19,failed
11731,Your best ideas belong in a Tricky Notebook,Product Design,Design,US,2011-09-24 00:00:00,2011-10-24 00:00:00,16000,16435,121,successful
11732,Studio recording of an Original Song,Pop,Music,CA,2014-09-24 00:00:00,2014-10-24 00:00:00,2864.58,0,0,failed
11733,"A New, Holistic Approach to Hair Straightening",Product Design,Design,US,2014-12-27 00:00:00,2015-02-10 00:00:00,45000,823,14,failed
11734,Strawberry Jam East Coast Tour,Indie Rock,Music,US,2012-05-10 00:00:00,2012-06-17 00:00:00,3000,3150,37,successful
11735,Dungeon Slayer - A Multi-Plattform Dungeon Game,Video Games,Games,DE,2015-10-22 00:00:00,2015-11-21 00:00:00,9481.32,648.08,4,failed
11736,Pili Manila Grill,Food,Food,US,2015-06-10 00:00:00,2015-07-11 00:00:00,30000,30426,221,successful
11737,Custom Map Prints,Graphic Design,Design,GB,2017-11-27 00:00:00,2017-12-27 00:00:00,852.95,4278.37,54,successful
11738,Get your Coffee!! Mobile App Development,Apps,Technology,AU,2015-05-03 00:00:00,2015-06-02 00:00:00,50177.53,12.55,1,failed
11739,Sly and The Family Stone Convention,Music,Music,US,2014-05-06 00:00:00,2014-06-05 00:00:00,15000,550,11,failed
11740,365 Days Of Adventure,Photography,Photography,GB,2014-02-20 00:00:00,2014-03-12 00:00:00,523.57,2.09,1,failed
11741,Little Deadpool Vinyl Stickers,Illustration,Art,US,2015-11-24 00:00:00,2015-12-29 00:00:00,400,2492,278,successful
11742,CalamitywareTwo new designs,Design,Design,US,2016-09-07 00:00:00,2016-10-01 00:00:00,5000,68319,705,successful
11743,Iseeu Theater Project,Theater,Theater,US,2011-11-09 00:00:00,2011-12-31 00:00:00,2700,954,19,failed
11744,Cartel: The Motown Years - Limited Flexi Vinyl,Hip-Hop,Music,US,2010-09-23 00:00:00,2010-11-22 00:00:00,2000,7,1,failed
11745,Ramshackle Glory needs a tour vehicle,Music,Music,US,2011-10-24 00:00:00,2011-12-11 00:00:00,5000,5036.07,118,successful
11746,The PB&J Project.,Food,Food,US,2014-08-22 00:00:00,2014-10-06 00:00:00,10,0,0,failed
11747,Let there be sound! A sound and hearing assistance system,Spaces,Food,US,2014-05-19 00:00:00,2014-07-18 00:00:00,8500,8722,36,successful
11748,PREDATOR/PREY Silver Coin Crowdfunded Coin Design,Art,Art,US,2016-01-19 00:00:00,2016-02-18 00:00:00,10000,7256,13,failed
11749,Guerrilla Gravity: GG/DH Beta Prototypes,Product Design,Design,US,2012-06-27 00:00:00,2012-07-17 00:00:00,20000,5151,20,failed
11750,Sacred Path to God,Family,Film & Video,US,2016-05-30 00:00:00,2016-06-26 00:00:00,1000,76,3,failed
11752,Keeping the Bastards Honest,Print,Journalism,NZ,2015-04-27 00:00:00,2015-05-27 00:00:00,841.13,891.6,31,successful
11753,Finalizing the Production of JACK {The Original Human},Narrative Film,Film & Video,US,2011-04-21 00:00:00,2011-05-21 00:00:00,10000,105,2,canceled
11754,HE'S GOTTA MAKE UP HIS MIND,Film & Video,Film & Video,US,2011-07-11 00:00:00,2011-09-09 00:00:00,20000,0,0,failed
11755,Help Record My Debut EP,Music,Music,US,2013-02-25 00:00:00,2013-03-25 00:00:00,1200,0,0,failed
11756,A Broken Man's Dream,Hip-Hop,Music,US,2012-10-11 00:00:00,2012-11-10 00:00:00,3000,0,0,failed
11757,SensorWake - Wake Up Happy with the Smell-Based Alarm Clock,Gadgets,Technology,FR,2015-05-27 00:00:00,2015-07-01 00:00:00,58492.28,225140.3,1504,successful
11758,Totoro Vinyl Stickers,Illustration,Art,CA,2017-01-02 00:00:00,2017-02-01 00:00:00,54.65,227.37,32,successful
11759,No More Foolin' Around. Taking Brownies to the Next Level!,Food,Food,US,2013-10-28 00:00:00,2013-11-28 00:00:00,2500,2858,91,successful
11760,"""Samurai Kid"" iphone Game App",Digital Art,Art,US,2010-07-26 00:00:00,2010-08-25 00:00:00,2000,0,0,failed
11761,Everyday China,Webseries,Film & Video,GB,2013-01-10 00:00:00,2013-02-09 00:00:00,7817.88,488.62,3,failed
11762,Diana Son's Stop Kiss,Theater,Theater,US,2011-10-15 00:00:00,2011-11-14 00:00:00,600,1071,27,successful
11763,The Light: Tales From a Revolution - New-Jersey,Fiction,Publishing,US,2013-08-05 00:00:00,2013-08-31 00:00:00,500,790,25,successful
11764,"""Umbra"": A Short Film",Narrative Film,Film & Video,US,2014-11-24 00:00:00,2014-12-27 00:00:00,7500,10626,12,successful
11765,Inside The Music,Documentary,Film & Video,GB,2015-03-02 00:00:00,2015-03-27 00:00:00,10325.03,56.32,1,failed
11766,Tales of Power # 2 from Aspyre Comics,Comic Books,Comics,US,2015-10-21 00:00:00,2015-11-20 00:00:00,3500,359,13,failed
11767,Be Part of Rodeo & Juliet's New Recording Project,Country & Folk,Music,US,2012-01-26 00:00:00,2012-02-26 00:00:00,25000,7220,72,failed
11768,Winks* Eyeliner Accessory,Accessories,Fashion,US,2015-07-13 00:00:00,2015-08-12 00:00:00,10000,51,2,failed
11769,"Saxophonist Adison Evans' Debut Jazz Album, ""Hero""!",Jazz,Music,US,2015-09-24 00:00:00,2015-10-24 00:00:00,15000,15527,120,successful
11770,Holiday Postcards for Friends and Family,Fine Art,Photography,US,2016-11-19 00:00:00,2016-11-29 00:00:00,2174,206,9,failed
11771,Social Smokes Club,Apparel,Fashion,US,2016-03-15 00:00:00,2016-04-14 00:00:00,1000,0,0,failed
11772,Footsteps and Voices,Nonfiction,Publishing,US,2013-06-13 00:00:00,2013-07-13 00:00:00,7000,7551,94,successful
11773,"I want to travel to ""Lands of Beauty"" making photographs",Photobooks,Photography,US,2014-07-27 00:00:00,2014-08-26 00:00:00,5000,0,0,failed
11774,The Slow Waltz: First EP!,Music,Music,US,2011-10-05 00:00:00,2011-11-06 00:00:00,1500,1604.74,29,successful
11775,Ask�y LAN,Games,Games,NO,2015-12-04 00:00:00,2016-02-02 00:00:00,370.49,0,0,failed
11776,No More Blues: Designer Surgical Masks,Accessories,Fashion,US,2015-09-23 00:00:00,2015-10-21 00:00:00,15000,196.51,6,failed
11777,HIRIE - Wandering Soul Our SECOND ALBUM!,Music,Music,US,2015-08-11 00:00:00,2015-09-10 00:00:00,40000,44194,369,successful
11778,T-up MK1 - The auto tee up golf training device!,Gadgets,Technology,DE,2017-07-15 00:00:00,2017-08-14 00:00:00,30943.66,27508.91,20,failed
11779,"Printing CDs of Kivi & Pray studio album ""Cornucopia"" (2014)",Country & Folk,Music,US,2014-06-05 00:00:00,2014-06-15 00:00:00,2000,2097,29,successful
11780,Visions of Future Tents: the MoonLight 2 (Canceled),Product Design,Design,US,2015-03-24 00:00:00,2015-05-17 00:00:00,71250,15595,47,canceled
11781,Help Get HellBent In The Studio,Rock,Music,US,2012-11-13 00:00:00,2012-12-16 00:00:00,2000,0,0,failed
11782,SuperScraper Pot Scraper,Food,Food,AU,2014-09-03 00:00:00,2014-10-03 00:00:00,284.48,299.85,16,successful
11783,K.LEBRE  handcrafted leather Mechanical OWL collection.,Accessories,Fashion,US,2014-12-17 00:00:00,2015-01-16 00:00:00,7400,499,17,failed
11784,NuVision Ultra-Lightweight Custom Concrete Furniture,Architecture,Design,US,2016-02-19 00:00:00,2016-03-20 00:00:00,10000,472,4,canceled
11785,Aurora PowerND: 6/12/16 Stop High Quality ND Filters,Camera Equipment,Technology,US,2017-04-21 00:00:00,2017-05-22 00:00:00,5000,37749,262,successful
11786,"""Either or World""   Diana Di Gioia's Second CD",Music,Music,US,2011-12-21 00:00:00,2012-01-20 00:00:00,1000,1075,28,successful
11787,Cedar Rock Farm Processing Barn,Farms,Food,US,2015-04-15 00:00:00,2015-05-01 00:00:00,4500,4780,58,successful
11788,Kid Beowulf and the Rise of El Cid: Complete The Trilogy!,Comics,Comics,US,2012-11-01 00:00:00,2012-12-01 00:00:00,7500,9551,155,successful
11789,"Barock Project new music CD, last mile before...Skyline!",Rock,Music,US,2015-04-06 00:00:00,2015-05-09 00:00:00,3000,3256,67,successful
11790,Photobook 21x21 From Barcelona to...,Photobooks,Photography,ES,2017-02-22 00:00:00,2017-03-23 00:00:00,5695.85,0,0,failed
11791,Ratchet Head Grooming,Fashion,Fashion,US,2015-06-12 00:00:00,2015-08-11 00:00:00,3000,50,2,failed
11792,In Place Literary Video Series: Season 2,Webseries,Film & Video,US,2012-08-20 00:00:00,2012-09-19 00:00:00,6000,1720,36,failed
11793,Hope for Haiti,People,Photography,US,2014-12-04 00:00:00,2014-12-24 00:00:00,2200,340,11,failed
11794,Ovid,Illustration,Art,US,2013-03-28 00:00:00,2013-04-27 00:00:00,9000,9001,68,successful
11795,The Shadows of the Shadows - classic old fashioned fairytale,Shorts,Film & Video,US,2013-10-09 00:00:00,2013-11-08 00:00:00,1200,1253,28,successful
